trade_date,market_din_sh_ts_code,market_din_sh_trade_date,market_din_sh_total_mv,market_din_sh_float_mv,market_din_sh_total_share,market_din_sh_float_share,market_din_sh_free_share,market_din_sh_turnover_rate,market_din_sh_turnover_rate_f,market_din_sh_pe,market_din_sh_pe_ttm,market_din_sh_pb,market_din_sz_ts_code,market_din_sz_trade_date,market_din_sz_total_mv,market_din_sz_float_mv,market_din_sz_total_share,market_din_sz_float_share,market_din_sz_free_share,market_din_sz_turnover_rate,market_din_sz_turnover_rate_f,market_din_sz_pe,market_din_sz_pe_ttm,market_din_sz_pb,market_flow_trade_date,market_flow_net_amount,market_flow_net_amount_rate,market_flow_buy_elg_amount,market_flow_buy_elg_amount_rate,market_flow_buy_lg_amount,market_flow_buy_lg_amount_rate,market_flow_buy_md_amount,market_flow_buy_md_amount_rate,market_flow_buy_sm_amount,market_flow_buy_sm_amount_rate,market_margin_sh_rzye,market_margin_sh_rzmre,market_margin_sh_rzche,market_margin_sh_rqye,market_margin_sh_rqmcl,market_margin_sh_rzrqye,market_margin_sh_rqyl,market_margin_sz_rzye,market_margin_sz_rzmre,market_margin_sz_rzche,market_margin_sz_rqye,market_margin_sz_rqmcl,market_margin_sz_rzrqye,market_margin_sz_rqyl
2024-08-27,000001.SH,20240827,54892089218362.0,41399422243705.0,5746751217835.0,4562590900822.0,1783788272988.0,0.49,1.26,12.72,12.73,1.2,399001.SZ,20240827,17018172714513.0,14526573156770.0,1292643806374.0,1124416914127.0,639896853721.0,0.86,1.51,18.56,18.91,1.8,20240827,-21021448960.0,-4.11,-9047561984.0,-1.77,-11973886976.0,-2.34,-228886016.0,-0.04,21250330624.0,4.15,727302602430.0,18834970669.0,20634780202.0,7956736185.0,56497637.0,735259338615.0,2077489488.0,653053087510.0,17206527191.0,18990011832.0,3966662889.0,30443759.0,657019750399.0,796056636.0
2024-08-28,000001.SH,20240828,54672257537573.0,41230040988795.0,5746749029214.0,4562606339687.0,1783709821248.0,0.49,1.24,12.67,12.68,1.2,399001.SZ,20240828,16961164957031.0,14474476743174.0,1292643806374.0,1124559717739.0,639787781574.0,0.84,1.47,18.5,18.86,1.79,20240828,-12856741120.0,-2.59,-4458420480.0,-0.9,-8398320640.0,-1.69,-2637803520.0,-0.53,15494545408.0,3.12,726405581174.0,18980003594.0,19867148887.0,7724734804.0,29408637.0,734130315978.0,2019822296.0,652325799368.0,16393959536.0,17147024854.0,3863909224.0,18401880.0,656189708592.0,780351669.0
2024-08-29,000001.SH,20240829,54212759734365.0,40992822659128.0,5746831096867.0,4562649274214.0,1783651202579.0,0.6,1.52,12.56,12.54,1.19,399001.SZ,20240829,17093361881617.0,14602967364597.0,1292644601985.0,1124930711164.0,640316920116.0,1.08,1.9,18.64,19.16,1.8,20240829,-386443008.0,-0.06,1359958272.0,0.22,-1746401280.0,-0.29,-5387587584.0,-0.89,5774028800.0,0.95,727009320287.0,24098996052.0,23489278862.0,7652460495.0,32674800.0,734661780782.0,1977714355.0,652455307911.0,23080864704.0,22943123499.0,3809261513.0,21972774.0,656264569424.0,770258858.0
2024-08-30,000001.SH,20240830,54389066181293.0,41258163599209.0,5746828824653.0,4562653821803.0,1782831006338.0,0.86,2.19,12.61,12.54,1.19,399001.SZ,20240830,17499202851646.0,14943788076144.0,1292646417642.0,1124901740118.0,640700222893.0,1.53,2.68,19.08,19.77,1.84,20240830,20064784384.0,2.29,14721736704.0,1.68,5343047680.0,0.61,-9642704896.0,-1.1,-10422083584.0,-1.19,727392495681.0,35559368524.0,35165569738.0,7631796013.0,48406385.0,735024291694.0,1945287152.0,653033178610.0,34341264870.0,33749274314.0,3762653325.0,18609748.0,656795831935.0,752735928.0
2024-09-02,000001.SH,20240902,53815847586794.0,40832449773458.0,5747052703267.0,4563013718869.0,1782137743660.0,0.73,1.88,12.47,12.51,1.18,399001.SZ,20240902,17142806537462.0,14644889030129.0,1292648331353.0,1124899896642.0,640947235660.0,1.2,2.1,18.7,19.83,1.8,20240902,-39657032704.0,-5.62,-18689678336.0,-2.65,-20967354368.0,-2.97,6933762048.0,0.98,32723275776.0,4.64,728468088480.0,27653527824.0,26564529233.0,7522608974.0,66444013.0,735990697454.0,1947201658.0,653404777917.0,24953610274.0,24562007739.0,3583096229.0,25233806.0,656987874146.0,750104500.0
2024-09-03,000001.SH,20240903,53574254690868.0,40695243933099.0,5747053786762.0,4563014615538.0,1777936606726.0,0.59,1.52,12.42,12.45,1.17,399001.SZ,20240903,17320951949591.0,14795711908850.0,1292632626416.0,1124884191705.0,641508482601.0,1.01,1.77,18.89,20.04,1.81,20240903,-3417524736.0,-0.59,263304192.0,0.05,-3680828928.0,-0.63,-553668608.0,-0.1,3971190784.0,0.68,728446866207.0,22025461206.0,22033771739.0,7556902904.0,50717261.0,736003769111.0,1953210800.0,652974655653.0,20200446491.0,20849314790.0,3629109245.0,25156000.0,656603764898.0,759409222.0
2024-09-04,000001.SH,20240904,53151683086985.0,40415144511529.0,5747108704604.0,4563062941865.0,1777938563672.0,0.55,1.4,12.32,12.36,1.15,399001.SZ,20240904,17239299397899.0,14719098803938.0,1292632626416.0,1124888533805.0,641497298264.0,0.93,1.63,18.8,19.94,1.81,20240904,-18221268736.0,-3.26,-7008298240.0,-1.25,-11212970496.0,-2.0,1639378944.0,0.29,16581890048.0,2.96,728028796228.0,20839073537.0,21248891894.0,7498221663.0,39625287.0,735527017891.0,1952458506.0,652055979489.0,20547269157.0,21496850296.0,3588327481.0,22128150.0,655644306970.0,764400130.0
2024-09-05,000001.SH,20240905,53163352479758.0,40475985190576.0,5747161399419.0,4563236395771.0,1777984807807.0,0.52,1.33,12.32,12.36,1.15,399001.SZ,20240905,17293508942252.0,14759358235226.0,1292664971529.0,1124888533905.0,641353710464.0,0.85,1.49,18.86,20.0,1.81,20240905,-2698931712.0,-0.5,1211718400.0,0.23,-3910650112.0,-0.73,-3181121536.0,-0.59,5880053760.0,1.1,727592617080.0,19978026387.0,20410456458.0,7367528061.0,34268368.0,734960145141.0,1931773149.0,652066070468.0,19784325038.0,19765307561.0,3490267190.0,16441540.0,655556337658.0,744010046.0
2024-09-06,000001.SH,20240906,52801831042441.0,40161310914005.0,5747177863975.0,4563259320053.0,1777735597276.0,0.54,1.38,12.24,12.27,1.14,399001.SZ,20240906,17050084244017.0,14551071453023.0,1292665157357.0,1124888719733.0,641347150227.0,0.86,1.5,18.6,19.72,1.79,20240906,-19801479936.0,-3.65,-5892936960.0,-1.09,-13908542976.0,-2.56,1323708416.0,0.24,18477772800.0,3.41,725391397412.0,21075151776.0,23270168994.0,7241398978.0,49408696.0,732632796390.0,1942774862.0,649002836031.0,20451299028.0,23501366374.0,3402372249.0,21255880.0,652405208280.0,744484849.0
2024-09-09,000001.SH,20240909,52200736909190.0,39731223868241.0,5748681598420.0,4564144813852.0,1778105745642.0,0.56,1.43,12.1,12.13,1.13,399001.SZ,20240909,16907148685383.0,14436238833428.0,1292658890008.0,1128282452384.0,641347150227.0,0.88,1.55,18.44,19.56,1.77,20240909,-16483815680.0,-3.18,-7874987776.0,-1.52,-8608827904.0,-1.66,-1422692352.0,-0.27,17906503680.0,3.45,725750772848.0,21179220029.0,20797834751.0,7173045099.0,42316561.0,732923817947.0,1944826664.0,649129254737.0,16683082847.0,16537561116.0,3379931325.0,18087114.0,652509186062.0,745496099.0
2024-09-10,000001.SH,20240910,52427475241437.0,39843108323924.0,5748595232241.0,4564269873561.0,1778052503440.0,0.56,1.44,12.15,12.19,1.13,399001.SZ,20240910,16913401884906.0,14441237419354.0,1292658343825.0,1128282479300.0,641342671578.0,0.91,1.6,18.45,19.56,1.77,20240910,-6544867840.0,-1.24,-2726709504.0,-0.52,-3818158336.0,-0.72,1320087552.0,0.25,5224783872.0,0.99,725804249926.0,20741408544.0,20678397778.0,7201638775.0,52061945.0,733005888701.0,1957713530.0,649172122701.0,18936742028.0,18873022047.0,3402631605.0,25455581.0,652574754306.0,749239589.0
2024-09-11,000001.SH,20240911,51904380599582.0,39523424671105.0,5748543006457.0,4565193172611.0,1778022142685.0,0.52,1.34,12.03,12.07,1.12,399001.SZ,20240911,16956632781555.0,14465078473213.0,1292648330185.0,1128274297771.0,641342685049.0,0.84,1.48,18.49,19.61,1.77,20240911,-10046302208.0,-2.01,-3585276416.0,-0.72,-6461025792.0,-1.29,-1851682816.0,-0.37,11897982976.0,2.38,724719503933.0,18946476781.0,20020976427.0,7097385477.0,34364690.0,731816889410.0,1948845008.0,648429876266.0,17323514552.0,18103500025.0,3378104163.0,21832800.0,651807980429.0,753433024.0
2024-09-12,000001.SH,20240912,51814297017192.0,39469952035207.0,5748951852583.0,4565262587989.0,1778074637374.0,0.51,1.32,12.01,12.04,1.12,399001.SZ,20240912,16848976599502.0,14370837270727.0,1292626710197.0,1128278855565.0,641353073191.0,0.87,1.53,18.38,19.49,1.76,20240912,-9392706816.0,-1.82,-3747197184.0,-0.73,-5645509632.0,-1.1,-2346225664.0,-0.46,11738935296.0,2.28,723860499312.0,19477496617.0,20325618032.0,6954511893.0,40256845.0,730815011205.0,1929424592.0,648119223998.0,19207929698.0,19507183461.0,3316005860.0,16857482.0,651435229858.0,745861880.0
2024-09-13,000001.SH,20240913,51683102464016.0,39280951076967.0,5748944766360.0,4565296528623.0,1778085660629.0,0.54,1.38,11.98,12.01,1.12,399001.SZ,20240913,16699749749443.0,14248719188130.0,1292626713547.0,1128254410931.0,641328628557.0,0.82,1.45,18.21,19.32,1.75,20240913,-14620566016.0,-2.79,-5527845376.0,-1.05,-9092720640.0,-1.73,-1634611200.0,-0.31,16255176704.0,3.1,719776282455.0,18895749495.0,22964651231.0,6732014262.0,29590669.0,726508296717.0,1895902116.0,643561664984.0,16862388846.0,21389957509.0,3176634851.0,14341430.0,646738299835.0,725540153.0
2024-09-18,000001.SH,20240918,52011995502196.0,39509694255216.0,5748973646758.0,4566171502435.0,1777456445687.0,0.53,1.36,12.06,12.1,1.13,399001.SZ,20240918,16764238409203.0,14269020556202.0,1293195449967.0,1128256735343.0,641330952969.0,0.81,1.42,18.28,19.39,1.75,20240918,-12892697088.0,-2.69,-5056087040.0,-1.05,-7836610048.0,-1.63,853222144.0,0.18,12039475200.0,2.51,719186405254.0,19235663234.0,19810337595.0,6706712194.0,50360190.0,725893117448.0,1887168586.0,642940045671.0,16783668240.0,17380046531.0,3146971632.0,18449784.0,646087017303.0,726336235.0
2024-09-19,000001.SH,20240919,52296083529098.0,39775943895440.0,5748947577711.0,4566193156263.0,1777402680628.0,0.67,1.73,12.12,12.16,1.13,399001.SZ,20240919,16956987324373.0,14426790043588.0,1293195584886.0,1127883711987.0,640957929613.0,1.11,1.94,18.49,19.62,1.77,20240919,5354226432.0,0.85,3472006400.0,0.55,1882220032.0,0.3,-5612552192.0,-0.9,258326528.0,0.04,720298592968.0,27452825049.0,26336390885.0,6659020954.0,34683183.0,726957613922.0,1843726102.0,643772230016.0,23777542138.0,22930607517.0,3203721547.0,28383445.0,646975951563.0,730609468.0
2024-09-20,000001.SH,20240920,52379574516788.0,39792176906729.0,5749063311028.0,4566388359703.0,1778253341946.0,0.61,1.56,12.14,12.18,1.14,399001.SZ,20240920,16927146284761.0,14410423777722.0,1293238419173.0,1128312328385.0,641100346679.0,0.94,1.65,18.46,19.58,1.77,20240920,-11891292416.0,-2.07,-4991644160.0,-0.87,-6899648256.0,-1.2,126775296.0,0.02,11764514816.0,2.05,718116339596.0,21940648396.0,24098652223.0,6549209266.0,37348005.0,724665548862.0,1832620454.0,642360439030.0,20308565426.0,21704042324.0,3169353288.0,17285284.0,645529792318.0,719659639.0
2024-09-23,000001.SH,20240923,52628957452731.0,39995829392993.0,5749031725308.0,4567125223871.0,1778458803318.0,0.55,1.41,12.2,12.24,1.14,399001.SZ,20240923,16935436118536.0,14430460316440.0,1293307015495.0,1128370691431.0,641141918950.0,0.89,1.57,18.47,19.59,1.77,20240923,-6702559744.0,-1.22,-926530816.0,-0.17,-5776028928.0,-1.05,-1261219840.0,-0.23,7963779072.0,1.45,717761015028.0,21139372694.0,21487804696.0,6563762604.0,38962360.0,724324777632.0,1839378912.0,642271764997.0,20542010813.0,20607078538.0,3176548963.0,14467610.0,645448313960.0,719105060.0
2024-09-24,000001.SH,20240924,54790074183125.0,41667073971363.0,5748971630214.0,4567095866935.0,1777625052567.0,1.03,2.64,12.7,12.74,1.19,399001.SZ,20240924,17658482331846.0,15055769281984.0,1293307151915.0,1128375013745.0,641146241264.0,1.75,3.08,19.26,20.43,1.84,20240924,27958059008.0,2.88,22524846080.0,2.32,5433212928.0,0.56,-22282895360.0,-2.29,-5675167744.0,-0.58,717264509182.0,43369069418.0,43855320666.0,6540211923.0,53936612.0,723804721105.0,1758999762.0,644451030626.0,40274601505.0,38074061701.0,3192881070.0,24756300.0,647643911696.0,700687344.0
2024-09-25,000001.SH,20240925,55395197795009.0,42169427790465.0,5748968861559.0,4567343580457.0,1777667568211.0,1.22,3.14,12.84,12.88,1.2,399001.SZ,20240925,17872319405092.0,15230755571054.0,1293307153915.0,1128379713254.0,641159925673.0,2.09,3.67,19.49,20.67,1.87,20240925,-14400673536.0,-1.24,-4010342144.0,-0.35,-10390331392.0,-0.9,-564170752.0,-0.05,14964842496.0,1.29,715952976997.0,50468583195.0,51765643785.0,6410046553.0,43131063.0,722363023550.0,1723046688.0,645604653136.0,50061794648.0,48882734297.0,3069008571.0,20278630.0,648673661707.0,661461883.0
2024-09-26,000001.SH,20240926,57244476253240.0,43702042612420.0,5749165506221.0,4567722509669.0,1777758293725.0,1.24,3.19,13.27,13.31,1.24,399001.SZ,20240926,18658076446198.0,15906450133483.0,1293307154195.0,1128379713534.0,641159925673.0,2.17,3.82,20.35,21.58,1.95,20240926,16448487936.0,1.42,18894807552.0,1.63,-2446319616.0,-0.21,-19750674432.0,-1.7,3302187008.0,0.28,716840036786.0,55967685098.0,55059851565.0,6541880563.0,45602785.0,723381917349.0,1704194338.0,648373756655.0,51953152971.0,49244819397.0,3095845445.0,17129100.0,651469602100.0,641657776.0
2024-09-27,000001.SH,20240927,58573012554898.0,44932444525995.0,5750130826754.0,4568722357509.0,1778959519239.0,1.06,2.71,13.58,13.62,1.27,399001.SZ,20240927,19865560739308.0,16931011451145.0,1293308288877.0,1128381530716.0,641214228056.0,2.96,5.22,21.67,22.98,2.07,20240927,13610328064.0,0.94,17175101440.0,1.19,-3564773376.0,-0.25,-6137327616.0,-0.42,-7473004544.0,-0.52,722622172263.0,60140079914.0,54334226306.0,6675063166.0,26244715.0,729297235429.0,1624710303.0,661081502819.0,91490770700.0,78743831717.0,3118707073.0,27421554.0,664200209892.0,626235816.0
2024-09-30,000001.SH,20240930,63121473901995.0,48513686967802.0,5750242783829.0,4587430022217.0,1779272546612.0,2.36,6.08,14.63,14.68,1.37,399001.SZ,20240930,21951047659697.0,18678199005083.0,1293393075123.0,1128381694436.0,641168962562.0,3.94,6.93,23.94,25.39,2.29,20240930,-35700113408.0,-1.38,-6500884480.0,-0.25,-29199228928.0,-1.13,-2674720768.0,-0.1,38374834176.0,1.48,750255842337.0,146651560943.0,118952267382.0,6528689991.0,61946654.0,756784532328.0,1457213652.0,679245976167.0,137576135847.0,119401861449.0,2963731486.0,22970315.0,682209707653.0,549323141.0
2024-10-08,000001.SH,20241008,65854550224027.0,50607186212791.0,5750332611630.0,4587642959858.0,1779406933458.0,2.81,7.24,15.26,15.31,1.43,399001.SZ,20241008,23822078140435.0,20241654351977.0,1293389354356.0,1128455572167.0,641196413542.0,4.91,8.64,25.98,27.56,2.49,20241008,-214840467456.0,-6.22,-156262842368.0,-4.53,-58577625088.0,-1.7,86674997248.0,2.51,128165470208.0,3.71,805924955389.0,202624850874.0,146889052024.0,6586043822.0,88561942.0,812510999211.0,1420579359.0,730623979938.0,202851062412.0,151335445684.0,3114038730.0,33011066.0,733738018668.0,532686680.0
2024-10-09,000001.SH,20241009,61772295831779.0,47269911893364.0,5750809306330.0,4588189239626.0,1779631136997.0,2.13,5.5,14.32,14.36,1.34,399001.SZ,20241009,21850857457136.0,18585469227471.0,1293431759865.0,1128516087635.0,641227444191.0,4.35,7.65,23.83,25.28,2.28,20241009,-214006583296.0,-7.28,-128960700416.0,-4.39,-85045882880.0,-2.89,52092219392.0,1.77,161914351616.0,5.51,824911948198.0,165021353232.0,148573688855.0,5927432144.0,71630035.0,830839380342.0,1373468339.0,751478058104.0,165782625989.0,144852265004.0,2790322784.0,31564277.0,754268380888.0,515728922.0
2024-10-10,000001.SH,20241010,62700935631731.0,47944633072895.0,5751321738556.0,4588670861562.0,1780053935178.0,1.79,4.62,14.53,14.58,1.36,399001.SZ,20241010,21760214896147.0,18509231435626.0,1293431329969.0,1128505384066.0,641267550425.0,3.14,5.52,23.73,25.17,2.27,20241010,-60139020288.0,-2.81,-31675404288.0,-1.48,-28463616000.0,-1.33,6361354240.0,0.3,53777666048.0,2.51,826812806408.0,108523000501.0,106601954947.0,6045200609.0,94381795.0,832858007017.0,1385808779.0,751017917041.0,102376053728.0,102799563282.0,2870899303.0,37946181.0,753888816344.0,524529328.0
2024-10-11,000001.SH,20241011,61297490456276.0,46777971377091.0,5751432902369.0,4588969709301.0,1781206562072.0,1.3,3.35,14.21,14.25,1.33,399001.SZ,20241011,20916755339976.0,17814677350759.0,1293425381569.0,1128627381822.0,641250781912.0,2.33,4.11,22.81,24.2,2.18,20241011,-97384894464.0,-6.19,-50226839552.0,-3.2,-47158054912.0,-3.0,21696983040.0,1.38,75687919616.0,4.81,823386486778.0,76057268874.0,79466627889.0,5732050915.0,55978770.0,829118537693.0,1362037435.0,746634523469.0,77215216931.0,81624553583.0,2749287266.0,29810026.0,749383810735.0,525869254.0
2024-10-14,000001.SH,20241014,62614128183759.0,47729402568069.0,5750214044113.0,4587895593560.0,1780760576467.0,1.36,3.5,14.51,14.56,1.36,399001.SZ,20241014,21447291514454.0,18271651468580.0,1293437828636.0,1128654144206.0,641274994296.0,2.43,4.28,23.39,24.81,2.24,20241014,-871071744.0,-0.05,7743324160.0,0.47,-8614395904.0,-0.53,-6660050944.0,-0.41,7531130880.0,0.46,826563737960.0,76835982380.0,73643281016.0,6122544342.0,80083373.0,832686282302.0,1381124822.0,749856206243.0,77602046619.0,74361426581.0,2990160608.0,38860474.0,752846366851.0,536128292.0
2024-10-15,000001.SH,20241015,60966761215061.0,46526029062215.0,5750220166308.0,4588261429182.0,1780986026976.0,1.22,3.13,14.13,14.18,1.32,399001.SZ,20241015,20889341074397.0,17803416863569.0,1293437966444.0,1128654718694.0,641310927438.0,2.34,4.12,22.78,24.16,2.18,20241015,-69878038528.0,-4.27,-33331748864.0,-2.04,-36546289664.0,-2.24,17188429824.0,1.05,52689612800.0,3.22,827842917705.0,70334440141.0,69036965400.0,5948846165.0,97965077.0,833791763870.0,1422499298.0,750693150046.0,85825788582.0,84969512196.0,2963526398.0,33734882.0,753656676444.0,529843462.0
2024-10-16,000001.SH,20241016,61055598070921.0,46574927489816.0,5750127775377.0,4588274313744.0,1781095618808.0,1.11,2.85,14.15,14.2,1.32,399001.SZ,20241016,20683992837329.0,17630951968841.0,1293424566377.0,1128633068482.0,641293690028.0,2.0,3.52,22.56,23.92,2.16,20241016,-29878943744.0,-2.17,-7915241472.0,-0.58,-21963702272.0,-1.6,-1433354240.0,-0.1,31312297984.0,2.28,826912817605.0,58991181023.0,59913097922.0,6054832336.0,99930719.0,832967649941.0,1452950067.0,753315138328.0,68029468802.0,65459476921.0,3012556704.0,53497763.0,756327695032.0,561366701.0
2024-10-17,000001.SH,20241017,60427758841690.0,46072249378600.0,5750140002282.0,4588307450965.0,1781131147172.0,1.14,2.93,14.01,14.05,1.31,399001.SZ,20241017,20519604929784.0,17491834696460.0,1293425378502.0,1128709099864.0,641294445903.0,2.1,3.69,22.38,23.73,2.14,20241017,-40681807872.0,-2.73,-13836541952.0,-0.93,-26845265920.0,-1.8,6657265664.0,0.45,34024546304.0,2.28,828489901354.0,62638871865.0,61054798113.0,6078442665.0,78721311.0,834568344019.0,1478439441.0,755304513183.0,79822494475.0,77855134297.0,3047186941.0,32201664.0,758351700124.0,569999103.0
2024-10-18,000001.SH,20241018,62072605838709.0,47358886702034.0,5750543377771.0,4588481468871.0,1781302530181.0,1.49,3.84,14.39,14.43,1.35,399001.SZ,20241018,21420642918998.0,18253878024047.0,1293423301678.0,1128713800062.0,641274627152.0,3.04,5.35,23.36,24.78,2.24,20241018,41877557248.0,2.0,48065953792.0,2.29,-6188396544.0,-0.3,-40349990912.0,-1.92,-1527566336.0,-0.07,836246672541.0,104775300384.0,96996465682.0,6297181513.0,126506250.0,842543854054.0,1510685920.0,763478289863.0,119613856968.0,111406045239.0,3059941875.0,33691255.0,766538231738.0,537486092.0
2024-10-21,000001.SH,20241021,62131093106614.0,47427637843679.0,5750572448081.0,4589304441251.0,1781451767697.0,1.43,3.69,14.4,14.43,1.35,399001.SZ,20241021,21641409569139.0,18440554627238.0,1293692011016.0,1128684001938.0,641264739928.0,2.85,5.01,23.6,24.93,2.25,20241021,-42358317056.0,-1.94,-17975320576.0,-0.82,-24382996480.0,-1.12,12543070208.0,0.57,29815246848.0,1.37,846948646793.0,107473974638.0,96743639846.0,6286439804.0,82902474.0,853235086597.0,1501258769.0,775704375041.0,128603094767.0,120219154853.0,3109684230.0,29953345.0,778814059271.0,529646731.0
2024-10-22,000001.SH,20241022,62364075497103.0,47703060706071.0,5750635494054.0,4589390542371.0,1781909099314.0,1.23,3.17,14.46,14.38,1.35,399001.SZ,20241022,21833553360074.0,18611253125468.0,1293692077516.0,1128683994188.0,641554364586.0,2.62,4.6,23.81,25.15,2.27,20241022,-52876558336.0,-2.76,-20889616384.0,-1.09,-31986941952.0,-1.67,9390710784.0,0.49,43485843456.0,2.27,851496247240.0,81975212888.0,77893981247.0,6365411137.0,105803410.0,857861658377.0,1552841898.0,779623489247.0,107000265753.0,103051030983.0,3088695316.0,27406554.0,782712184563.0,529308737.0
2024-10-23,000001.SH,20241023,62640509309796.0,47950624921253.0,5751120526155.0,4589537926896.0,1782064406468.0,1.39,3.59,14.52,14.44,1.36,399001.SZ,20241023,21898370404640.0,18648970270208.0,1293684753023.0,1128676669695.0,642146894696.0,2.68,4.72,23.88,25.04,2.27,20241023,-47957458944.0,-2.49,-18797981696.0,-0.98,-29159477248.0,-1.51,1354158080.0,0.07,46603296768.0,2.42,854801769061.0,89972899189.0,86650154147.0,6442898110.0,67283694.0,861244667171.0,1557137846.0,784581457685.0,107960766941.0,102980118570.0,3121156655.0,24742356.0,787702614340.0,532190547.0
2024-10-24,000001.SH,20241024,62231832046653.0,47630230757914.0,5751233954991.0,4589725559857.0,1782178810176.0,1.11,2.86,14.42,14.35,1.35,399001.SZ,20241024,21623342528557.0,18422761153139.0,1293700252329.0,1128692641626.0,671338480399.0,1.94,3.27,23.58,24.66,2.24,20241024,-61309857792.0,-4.03,-30404435968.0,-2.0,-30905421824.0,-2.03,8441405440.0,0.56,52868452352.0,3.48,858314485171.0,65190608291.0,61666762335.0,6350646144.0,56269841.0,864665131315.0,1559091559.0,788476279265.0,79574396578.0,75938250228.0,3126120034.0,38082391.0,791602399299.0,551282308.0
2024-10-25,000001.SH,20241025,62467661762238.0,47889967115663.0,5751271850489.0,4589818228417.0,1782903922456.0,1.27,3.28,14.48,14.4,1.35,399001.SZ,20241025,21970314138550.0,18707955743773.0,1293701231617.0,1128695439086.0,642030116906.0,2.41,4.24,23.96,25.07,2.27,20241025,-1904140288.0,-0.11,12644483072.0,0.71,-14548623360.0,-0.82,-15874392064.0,-0.9,17778536448.0,1.0,859977091153.0,80326655923.0,78651161851.0,6415273108.0,51450661.0,866392364261.0,1551685193.0,791803837304.0,99931045073.0,96906738116.0,3184978273.0,24255400.0,794988815577.0,544757452.0
2024-10-28,000001.SH,20241028,62769139813646.0,48231298167334.0,5751621314805.0,4590531200170.0,1783018741535.0,1.44,3.7,14.55,14.49,1.36,399001.SZ,20241028,22121820981488.0,18844940466418.0,1293703862805.0,1128680142437.0,642151770514.0,2.48,4.36,24.13,25.4,2.28,20241028,-26332463104.0,-1.41,-8785666048.0,-0.47,-17546797056.0,-0.94,2245210112.0,0.12,24087257088.0,1.29,866825658131.0,80327714103.0,73463050415.0,6562317066.0,81845528.0,873387975197.0,1590029106.0,801087744697.0,101502676195.0,92198880390.0,3270141432.0,37432583.0,804357886129.0,564423107.0
2024-10-29,000001.SH,20241029,62165865946098.0,47730122973750.0,5751581629007.0,4590991290491.0,1783214407267.0,1.55,4.0,14.41,14.39,1.34,399001.SZ,20241029,21822000786180.0,18599481068002.0,1293766400817.0,1128663364690.0,641612592715.0,2.67,4.69,23.8,25.33,2.25,20241029,-108422795264.0,-5.26,-51281805312.0,-2.49,-57140989952.0,-2.77,18104307712.0,0.88,90318491648.0,4.38,867671497826.0,89973918958.0,89146432315.0,6617521808.0,73795907.0,874289019634.0,1616738644.0,806396465253.0,111055463820.0,105728386636.0,3281356915.0,41261309.0,809677822168.0,586425330.0
2024-10-30,000001.SH,20241030,61700212507270.0,47444202054774.0,5751624986604.0,4590995339235.0,1783377189116.0,1.43,3.69,14.3,14.26,1.32,399001.SZ,20241030,21770067591870.0,18562823007163.0,1293729800843.0,1128626633253.0,641429608737.0,2.54,4.46,23.74,25.16,2.23,20241030,-55361789952.0,-3.0,-26019217408.0,-1.41,-29342572544.0,-1.59,3650146304.0,0.2,51711647744.0,2.8,871859506573.0,78565325649.0,74360970353.0,6452539640.0,67464163.0,878312046213.0,1607882609.0,813471929362.0,98674998099.0,91579669268.0,3102398277.0,26187175.0,816574327639.0,567485932.0
2024-10-31,000001.SH,20241031,61907287892143.0,47617087667990.0,5751643629878.0,4591007660261.0,1782573044935.0,1.68,4.34,14.35,14.07,1.31,399001.SZ,20241031,21862263938239.0,18650516027049.0,1293868280596.0,1128661233902.0,641340604747.0,3.31,5.83,23.84,25.81,2.23,20241031,-37201817600.0,-1.68,-13500014592.0,-0.61,-23701803008.0,-1.07,2337378304.0,0.11,34864439296.0,1.57,876630728168.0,98516115695.0,93727337433.0,6711272108.0,136432551.0,883342000276.0,1686554657.0,819356525809.0,125709642128.0,119964591707.0,3142955579.0,25980338.0,822499481388.0,564490585.0
2024-11-01,000001.SH,20241101,61902378426362.0,47552676284311.0,5751949991469.0,4591214053566.0,1787871519852.0,1.83,4.7,14.35,14.07,1.31,399001.SZ,20241101,21624290539987.0,18451864115173.0,1293887804148.0,1128680732554.0,643413145733.0,3.64,6.38,23.58,25.54,2.21,20241101,-129174994944.0,-5.79,-68903137280.0,-3.09,-60271857664.0,-2.7,20389748736.0,0.91,108785250304.0,4.88,873497765288.0,92668949955.0,95768769607.0,6687171762.0,87862284.0,880184937050.0,1719947031.0,814889985956.0,116482456189.0,120922555718.0,3051123168.0,26594665.0,817941109124.0,564925417.0
2024-11-04,000001.SH,20241104,62523494798062.0,48092485365258.0,5751911537569.0,4591194401463.0,1788011237394.0,1.43,3.67,14.49,14.21,1.32,399001.SZ,20241104,22047734297275.0,18791386400548.0,1293945463440.0,1128732233543.0,643614637856.0,2.65,4.65,24.05,26.04,2.25,20241104,-2784800768.0,-0.16,4037513216.0,0.24,-6822313984.0,-0.4,-9495990272.0,-0.56,12280795136.0,0.72,879559251402.0,76039984874.0,69963813352.0,6719017398.0,53621870.0,886278268800.0,1700013207.0,824229510097.0,91334789397.0,81970304237.0,3148345707.0,25484865.0,827377855804.0,566254405.0
