market_din_ts_code,market_din_trade_date,market_din_total_mv,market_din_float_mv,market_din_total_share,market_din_float_share,market_din_free_share,market_din_turnover_rate,market_din_turnover_rate_f,market_din_pe,market_din_pe_ttm,market_din_pb
399001.SZ,20251023,27102708154471.0,23494824169293.0,1311216471705.0,1162158182410.0,659119443340.0,1.57,2.76,32.53,30.54,2.69
399001.SZ,20251022,27028201666100.0,23432922483183.0,1311055277737.0,1162132068642.0,659027195861.0,1.39,2.45,32.44,30.47,2.68
399001.SZ,20251021,27194981437692.0,23562526209939.0,1311050936813.0,1162060512754.0,658896083164.0,1.66,2.92,32.64,30.54,2.7
399001.SZ,20251020,26719417895007.0,23131962802160.0,1311055528495.0,1162064830636.0,658471673115.0,1.6,2.83,32.07,30.22,2.66
399001.SZ,20251017,26508154712221.0,22940604778248.0,1311049158638.0,1161046624657.0,658231656322.0,1.92,3.38,31.82,30.02,2.64
399001.SZ,20251016,27294464738399.0,23616114226514.0,1311042195734.0,1161031546142.0,658216577807.0,1.83,3.24,32.76,30.92,2.72
399001.SZ,20251015,27370805001911.0,23688152600934.0,1311041460757.0,1160838807378.0,657977267544.0,2.0,3.53,32.85,31.01,2.72
399001.SZ,20251014,26955504000881.0,23318549254035.0,1311018361254.0,1160823890290.0,657977267544.0,2.57,4.53,32.36,30.53,2.68
399001.SZ,20251013,27555457754779.0,23850932700592.0,1311030588746.0,1160836117782.0,657974355013.0,2.4,4.23,33.08,31.21,2.74
399001.SZ,20251010,27818892143152.0,24081500207256.0,1311030454354.0,1160338134085.0,657970715716.0,2.55,4.5,33.39,31.51,2.77
399001.SZ,20251009,28488130669169.0,24670997224136.0,1310719590124.0,1160098050435.0,657763446193.0,2.79,4.93,34.2,32.27,2.83
399001.SZ,20250930,28061443067908.0,24292594489758.0,1310720442525.0,1159843052870.0,657738349681.0,2.18,3.85,33.68,31.79,2.79
399001.SZ,20250929,27941460127960.0,24195158336177.0,1310729117882.0,1159838922170.0,657723545837.0,2.26,3.99,33.54,31.65,2.78
399001.SZ,20250926,27415551038320.0,23730894407182.0,1310709140863.0,1159819092691.0,657674551804.0,2.09,3.69,32.91,31.06,2.73
399001.SZ,20250925,27834357385718.0,24108104676536.0,1310707525409.0,1159700805858.0,657530616017.0,2.34,4.12,33.41,31.53,2.77
399001.SZ,20250924,27685682119868.0,23981250043955.0,1310706615498.0,1159717177468.0,657571721736.0,2.28,4.02,33.23,31.36,2.75
399001.SZ,20250923,27233502457031.0,23589178691088.0,1310589696368.0,1159599769293.0,656966071660.0,2.46,4.34,32.69,30.85,2.71
399001.SZ,20250922,27343872338675.0,23665406202487.0,1310311555808.0,1159321628733.0,656966071660.0,2.12,3.74,32.82,30.98,2.72
399001.SZ,20250919,27188343836513.0,23506965782193.0,1310303760312.0,1159187446510.0,657330713417.0,2.32,4.09,32.64,30.8,2.7
399001.SZ,20250918,27201413426977.0,23518935545575.0,1310298094851.0,1159182622844.0,657058252418.0,3.18,5.62,32.65,30.81,2.7
399001.SZ,20250917,27505802090345.0,23773205819044.0,1310311203480.0,1159064008439.0,657049767397.0,2.41,4.25,33.02,31.16,2.73
399001.SZ,20250916,27193220599245.0,23492329142013.0,1310254051833.0,1158600061925.0,656924257936.0,2.5,4.41,32.64,30.8,2.7
399001.SZ,20250915,27108976177630.0,23402388337798.0,1310249631109.0,1158492824259.0,656947861355.0,2.34,4.13,32.54,30.71,2.69
399001.SZ,20250912,26940767724308.0,23268718383919.0,1310249359406.0,1158493217056.0,656954199036.0,2.55,4.5,32.34,30.52,2.68
399001.SZ,20250911,27045689492372.0,23357153789821.0,1310271420066.0,1158515277716.0,657798663611.0,2.53,4.46,32.46,30.64,2.69
399001.SZ,20250910,26267896835545.0,22664720029750.0,1310270844597.0,1158514651247.0,657870068255.0,1.97,3.47,31.53,29.76,2.61
399001.SZ,20250909,26205638337840.0,22609357249785.0,1309646884706.0,1158513867722.0,657847242089.0,2.2,3.87,31.46,29.69,2.6
399001.SZ,20250908,26504234588082.0,22870490873070.0,1309714545560.0,1158581528576.0,657844734739.0,2.49,4.39,31.81,30.02,2.63
399001.SZ,20250905,26317745764747.0,22703797856777.0,1309702977043.0,1158583133411.0,657842057974.0,2.38,4.19,31.59,29.81,2.61
399001.SZ,20250904,25429349955438.0,21924052698723.0,1309702244686.0,1158564218685.0,657807640629.0,2.64,4.65,30.52,28.81,2.53
399001.SZ,20250903,26088959049524.0,22485648265863.0,1309696033121.0,1158558007120.0,657801429064.0,2.52,4.43,31.32,29.55,2.59
399001.SZ,20250902,26359963653867.0,22682603298421.0,1309584676341.0,1158486675940.0,657752299128.0,2.91,5.13,31.64,29.86,2.62
399001.SZ,20250901,26878615682028.0,23145045725601.0,1309303285652.0,1158205285251.0,657562640985.0,2.74,4.83,32.26,30.45,2.67
399001.SZ,20250829,26675133406482.0,22948190563775.0,1309297702070.0,1158116400798.0,657608863254.0,2.89,5.08,32.02,30.23,2.66
399001.SZ,20250828,26393495084014.0,22721677995291.0,1309296780340.0,1156883354433.0,657810507973.0,3.06,5.38,31.68,29.93,2.64
399001.SZ,20250827,25917579605390.0,22275588657326.0,1309214203728.0,1156893524029.0,657477646720.0,3.42,6.01,31.11,29.32,2.6
399001.SZ,20250826,26333568520018.0,22627080010692.0,1309212659738.0,1156867211280.0,657455085612.0,2.79,4.9,31.61,29.89,2.64
399001.SZ,20250825,26266692006207.0,22569503764977.0,1309221390906.0,1156900346217.0,657280234333.0,3.28,5.77,31.53,29.98,2.64
399001.SZ,20250822,25724544214812.0,22089531735332.0,1309221378338.0,1156950280740.0,657404072210.0,2.64,4.64,30.88,29.31,2.59
399001.SZ,20250821,25214825406965.0,21675049124812.0,1308186009917.0,1156814217288.0,657417142134.0,2.45,4.32,30.27,28.65,2.54
399001.SZ,20250820,25208567799783.0,21663618867196.0,1308186009917.0,1156814562433.0,657409175788.0,2.48,4.36,30.26,28.74,2.54
399001.SZ,20250819,24969614126637.0,21450912869821.0,1308184931859.0,1156813372738.0,657256157810.0,2.44,4.29,29.97,28.47,2.52
399001.SZ,20250818,25003062001663.0,21468088465162.0,1308158342111.0,1156748665018.0,656911416213.0,2.85,5.02,30.01,28.49,2.52
399001.SZ,20250815,24609449620854.0,21131872606258.0,1308169492027.0,1155889919242.0,656861178406.0,2.23,3.92,29.54,28.05,2.49
399001.SZ,20250814,24252157081445.0,20824993544920.0,1308193196677.0,1155890144990.0,656862571676.0,2.26,3.98,29.11,27.66,2.45
399001.SZ,20250813,24454185266077.0,20987699241226.0,1308173953518.0,1155395050148.0,656823797653.0,2.07,3.64,29.35,27.89,2.47
399001.SZ,20250812,24085686851591.0,20661915546990.0,1308174967346.0,1155394865137.0,656812041330.0,1.71,3.01,28.91,27.51,2.43
399001.SZ,20250811,23976705363844.0,20568362822447.0,1308176096666.0,1155398240957.0,656835407250.0,1.78,3.13,28.78,27.39,2.42
399001.SZ,20250808,23662292556986.0,20307983527015.0,1308194562859.0,1155412658985.0,656827645074.0,1.54,2.72,28.4,27.03,2.39
399001.SZ,20250807,23717603807399.0,20300791287853.0,1308194384062.0,1154397585350.0,656822490246.0,1.68,2.95,28.47,27.09,2.4
399001.SZ,20250806,23749257604187.0,20328009131752.0,1308193504344.0,1154336608227.0,656776723997.0,1.62,2.85,28.51,27.12,2.4
399001.SZ,20250805,23604254633746.0,20207816478679.0,1308103453961.0,1154306184327.0,656741189997.0,1.5,2.64,28.33,26.96,2.38
399001.SZ,20250804,23466513296631.0,20066184249297.0,1308117016962.0,1154079238604.0,656769784729.0,1.48,2.6,28.17,26.8,2.37
399001.SZ,20250801,23373128574111.0,19984986065583.0,1308110225596.0,1154062963785.0,656758819426.0,1.66,2.91,28.06,26.72,2.36
399001.SZ,20250731,23412651437154.0,20017684052798.0,1308104216287.0,1154057149617.0,656735797400.0,2.13,3.74,28.1,26.76,2.37
399001.SZ,20250730,23862410374434.0,20305599642507.0,1308105219452.0,1153699823700.0,656741847493.0,1.91,3.36,28.64,27.41,2.42
399001.SZ,20250729,24047070310619.0,20441423047595.0,1308105756323.0,1153693062117.0,656712739695.0,1.8,3.17,28.87,27.63,2.43
399001.SZ,20250728,24742839669169.0,20293966986118.0,1304483021797.0,1151087896876.0,655049809723.0,1.88,3.31,29.7,28.43,2.5
399001.SZ,20250725,24652260000899.0,20198342636646.0,1304482866206.0,1150897109053.0,655043165836.0,2.0,3.51,29.59,28.32,2.49
399001.SZ,20250724,24734664781874.0,20252508727222.0,1304482563678.0,1150897185873.0,655043242656.0,2.12,3.72,29.69,28.44,2.5
399001.SZ,20250723,24445187404489.0,20021787640636.0,1304483397087.0,1150893629048.0,655026986517.0,2.17,3.8,29.34,28.11,2.47
399001.SZ,20250722,24542326784341.0,20099821140037.0,1304420942645.0,1150892743445.0,655020873914.0,2.13,3.74,29.46,28.22,2.48
399001.SZ,20250721,24301753179264.0,19919882657603.0,1304543983896.0,1151023440775.0,655187303728.0,1.94,3.41,29.17,27.94,2.46
399001.SZ,20250718,24072621372715.0,19739539555804.0,1304549320650.0,1150881123589.0,654991577242.0,1.63,2.86,28.9,27.68,2.43
399001.SZ,20250717,23953750398515.0,19640314508803.0,1304542959622.0,1150880670061.0,654991577242.0,1.59,2.79,28.75,27.54,2.42
399001.SZ,20250716,23647194037047.0,19383548074329.0,1304542717323.0,1150806344111.0,654917251292.0,1.55,2.72,28.39,27.19,2.38
399001.SZ,20250715,23692411457758.0,19433611490229.0,1304541025639.0,1150804099127.0,654900799942.0,1.79,3.15,28.44,27.24,2.39
399001.SZ,20250714,23603150408119.0,19365564561448.0,1304531619805.0,1150794693293.0,654961051761.0,1.55,2.73,28.33,27.15,2.38
399001.SZ,20250711,23645587872663.0,19381160943543.0,1304625457868.0,1150796720089.0,654960266757.0,1.99,3.5,28.38,27.2,2.38
399001.SZ,20250710,23511855314434.0,19274678409779.0,1304688140104.0,1150860266918.0,655018731442.0,1.71,3.0,28.22,27.05,2.37
399001.SZ,20250709,23408547404152.0,19168005873054.0,1303400322400.0,1150862320719.0,654975541958.0,1.6,2.81,28.1,26.93,2.36
399001.SZ,20250708,23417966406232.0,19174786347896.0,1303399389676.0,1150834598420.0,655579765348.0,1.53,2.69,28.11,26.94,2.36
399001.SZ,20250707,23131659004637.0,18919529674074.0,1303396213639.0,1150824566142.0,655623551566.0,1.26,2.21,27.77,26.61,2.33
399001.SZ,20250704,23265191156967.0,19031656943766.0,1303349585839.0,1150822588251.0,655623551566.0,1.5,2.63,27.93,26.77,2.34
399001.SZ,20250703,23308499835664.0,19054796757401.0,1303349239696.0,1150819015784.0,656039799346.0,1.38,2.42,27.98,26.82,2.35
399001.SZ,20250702,23063024209846.0,18849940747226.0,1303182804603.0,1150660964852.0,655009378703.0,1.51,2.65,27.68,26.53,2.32
399001.SZ,20250701,23186589706488.0,18937428679204.0,1303127096083.0,1149734935353.0,654988558686.0,1.52,2.67,27.83,26.68,2.33
399001.SZ,20250630,23161333321579.0,18902777874819.0,1303127096083.0,1149398617338.0,654755383167.0,1.61,2.83,27.8,26.65,2.33
399001.SZ,20250627,23000682561153.0,18766417065643.0,1303124638360.0,1149395167365.0,654754390917.0,1.78,3.12,27.61,26.46,2.31
399001.SZ,20250626,22953534954719.0,18715105676071.0,1303015860542.0,1149391577599.0,654782801151.0,1.69,2.96,27.55,26.41,2.31
399001.SZ,20250625,23107731065429.0,18801784280583.0,1303026951220.0,1149402668277.0,654866606576.0,1.76,3.09,27.74,26.59,2.32
399001.SZ,20250624,22732251090977.0,18502493909868.0,1303026604056.0,1149401701756.0,654845841868.0,1.46,2.56,27.29,26.15,2.28
399001.SZ,20250623,22373549197024.0,18216086796169.0,1302620024320.0,1149409522145.0,654848104783.0,1.12,1.97,26.86,25.74,2.25
399001.SZ,20250620,22300093963849.0,18149627558825.0,1302632155257.0,1149419148538.0,654076288742.0,1.07,1.89,26.77,25.66,2.24
399001.SZ,20250619,22394812555893.0,18220390107818.0,1302266237207.0,1149102400145.0,653802289634.0,1.27,2.23,26.88,25.77,2.25
399001.SZ,20250618,22681617010468.0,18441122499958.0,1302260149865.0,1149122892803.0,653827785958.0,1.19,2.09,27.23,26.1,2.28
399001.SZ,20250617,22629199265407.0,18409558849930.0,1302259061997.0,1149121804935.0,653732722364.0,1.25,2.19,27.16,26.03,2.27
399001.SZ,20250616,22667096511672.0,18425909909948.0,1302139634836.0,1148466015966.0,653726562178.0,1.23,2.16,27.21,26.08,2.27
399001.SZ,20250613,22382427418565.0,18216148151766.0,1311767731889.0,1158805431723.0,659054719222.0,1.53,2.7,27.07,25.99,2.22
399001.SZ,20250612,22618268796135.0,18399108717540.0,1311406132196.0,1157979352674.0,658732196736.0,1.23,2.16,27.36,26.26,2.24
399001.SZ,20250611,22682107805283.0,18426417725168.0,1311426370725.0,1157973071647.0,658722325392.0,1.23,2.17,27.44,26.33,2.24
399001.SZ,20250610,21612168577474.0,18279399724237.0,1308964999793.0,1157416123329.0,658131132780.0,1.33,2.34,26.14,25.09,2.14
399001.SZ,20250609,21783693387714.0,18429733311683.0,1308960176049.0,1157405172061.0,658125123079.0,1.22,2.15,26.35,25.29,2.15
399001.SZ,20250606,21676196425099.0,18324247557057.0,1308733457337.0,1157173543135.0,657905491427.0,1.05,1.85,26.22,25.17,2.14
399001.SZ,20250605,21702289896471.0,18352585987392.0,1308366158442.0,1156811103771.0,657542523363.0,1.26,2.22,26.25,25.2,2.14
399001.SZ,20250604,21596240562329.0,18255208706817.0,1308364131534.0,1156807719347.0,657492188721.0,1.18,2.08,26.12,25.07,2.13
399001.SZ,20250603,21434532214539.0,18117433450649.0,1306411707024.0,1155087702982.0,655958054864.0,1.23,2.16,25.93,24.89,2.11
399001.SZ,20250530,21379816368386.0,18080120816009.0,1306626742938.0,1154807812768.0,655445859744.0,1.15,2.03,25.86,24.82,2.11
399001.SZ,20250529,21563614997160.0,18225048900657.0,1306399683052.0,1154592366792.0,655181624742.0,1.14,2.01,26.08,25.03,2.13
399001.SZ,20250528,21319088655639.0,18011205697748.0,1306244462284.0,1154437893822.0,655027151772.0,0.93,1.64,25.79,24.75,2.1
399001.SZ,20250527,21385464221936.0,18050269998957.0,1305963701861.0,1154180542187.0,654669112014.0,0.95,1.68,25.87,24.83,2.11
399001.SZ,20250526,21514191691717.0,18150627937019.0,1305963820541.0,1154166047734.0,654617060715.0,0.99,1.75,26.02,24.98,2.12
399001.SZ,20250523,21638671621846.0,18221385385260.0,1306005856079.0,1154188010050.0,654641174600.0,1.18,2.07,26.18,25.12,2.13
399001.SZ,20250522,21790288114544.0,18358233223219.0,1305968779745.0,1153265244110.0,654003796787.0,1.12,1.97,26.36,25.3,2.14
399001.SZ,20250521,21948667626711.0,18490564708540.0,1305905714677.0,1153218394068.0,653993096201.0,1.13,2.0,26.55,25.48,2.16
399001.SZ,20250520,21847146460833.0,18410540636426.0,1305886382117.0,1153200029123.0,653996104774.0,1.13,1.99,26.43,25.36,2.16
399001.SZ,20250519,21657574893672.0,18280361501647.0,1305750415754.0,1153153485712.0,654000043711.0,1.0,1.76,26.2,25.14,2.13
399001.SZ,20250516,21661269325838.0,18280516815460.0,1305750008888.0,1153152100096.0,654000298995.0,1.03,1.82,26.2,25.15,2.13
399001.SZ,20250515,21677998636182.0,18308606489724.0,1305842380547.0,1153168121624.0,654113030880.0,1.24,2.19,26.22,25.17,2.14
399001.SZ,20250514,21993880416841.0,18588650849737.0,1305848949427.0,1153167445204.0,654077577532.0,1.52,2.68,26.6,25.53,2.17
399001.SZ,20250513,21840802058387.0,18465984881538.0,1305691595667.0,1153164434758.0,653926769752.0,1.41,2.48,26.42,25.36,2.15
399001.SZ,20250512,21877499871049.0,18478248761110.0,1305683819807.0,1153156265948.0,653972610052.0,1.41,2.49,26.46,25.4,2.15
399001.SZ,20250509,21503882652180.0,18186808911430.0,1305587124753.0,1153058339382.0,653911645306.0,1.22,2.14,26.01,24.97,2.12
399001.SZ,20250508,21632724836461.0,18299226586165.0,1305471501698.0,1152948466064.0,653865181264.0,1.39,2.45,26.17,25.12,2.13
399001.SZ,20250507,21430357263638.0,18141921846192.0,1305408067748.0,1152948464414.0,653798439986.0,1.63,2.88,25.92,24.88,2.11
399001.SZ,20250506,21364546793165.0,18089361954455.0,1305406929704.0,1152883350451.0,653710578409.0,1.52,2.69,25.84,24.8,2.1
399001.SZ,20250430,21012776268890.0,17761766132219.0,1305406929704.0,1147537346112.0,656111685367.0,1.36,2.38,25.42,24.4,2.07
399001.SZ,20250429,20929391268598.0,17691528506764.0,1305216976580.0,1147335691146.0,662696278018.0,1.17,2.02,25.3,24.53,2.06
399001.SZ,20250428,20977776044347.0,17720478654077.0,1305214577726.0,1147001447980.0,663059752433.0,1.22,2.12,24.77,24.49,2.08
399001.SZ,20250425,21118890804220.0,17827052368376.0,1305206765899.0,1146918694007.0,667920485642.0,1.33,2.29,24.67,24.78,2.12
399001.SZ,20250424,21044414075227.0,17769499180350.0,1305205615852.0,1146986036256.0,668700937950.0,1.24,2.12,23.92,24.41,2.12
399001.SZ,20250423,21163444309644.0,17856859775206.0,1305205481460.0,1146969742463.0,668782938205.0,1.43,2.45,24.31,24.51,2.14
399001.SZ,20250422,21025527833911.0,17762694121416.0,1305233446440.0,1146964199662.0,669976295550.0,1.31,2.24,23.98,24.34,2.12
399001.SZ,20250421,21065736746857.0,17803332950304.0,1305233365632.0,1146972615489.0,671598034842.0,1.22,2.08,24.08,24.37,2.12
399001.SZ,20250418,20822610549759.0,17592608076019.0,1305231299660.0,1146526676087.0,671938070224.0,0.98,1.67,23.72,23.95,2.1
399001.SZ,20250417,20799003556993.0,17560877194529.0,1305230929595.0,1146530496038.0,671951333951.0,1.07,1.82,23.78,23.98,2.1
399001.SZ,20250416,20826182382581.0,17580306284398.0,1305230977115.0,1146530471478.0,671951333951.0,1.28,2.19,23.8,24.0,2.11
399001.SZ,20250415,20999077426666.0,17717681732631.0,1305213469612.0,1146494827763.0,671726193036.0,1.21,2.07,23.99,24.21,2.12
399001.SZ,20250414,21055130458558.0,17765528966945.0,1305192567646.0,1146481515729.0,671475687195.0,1.58,2.7,24.11,24.39,2.13
399001.SZ,20250411,20934582567711.0,17666505598275.0,1305192379998.0,1146467914246.0,671475687195.0,1.62,2.76,24.15,24.25,2.12
399001.SZ,20250410,20778346078660.0,17555752405049.0,1305192101520.0,1146466222465.0,671507375949.0,2.1,3.58,23.84,24.1,2.11
399001.SZ,20250409,20331035878088.0,17163780868138.0,1305189328389.0,1146096919679.0,671378190954.0,2.29,3.92,23.4,23.6,2.06
399001.SZ,20250408,20103095565280.0,16973631864504.0,1305189328389.0,1146096123190.0,671433552758.0,2.23,3.81,23.14,23.38,2.04
399001.SZ,20250407,19903740568305.0,16837548380755.0,1305189322796.0,1146096121348.0,671439741125.0,2.15,3.68,22.89,23.14,2.02
399001.SZ,20250403,21952305748832.0,18545667428393.0,1305188069404.0,1146094859622.0,671464575392.0,1.28,2.18,25.24,25.53,2.23
399001.SZ,20250402,22219810413782.0,18787047191653.0,1305187067137.0,1146165204780.0,671409487866.0,1.02,1.73,25.52,25.68,2.26
399001.SZ,20250401,22227054045890.0,18775587209505.0,1305157855096.0,1146015495969.0,671316386914.0,1.15,1.96,25.53,25.68,2.26
399001.SZ,20250331,22208082937428.0,18752723114728.0,1305156614910.0,1146013530792.0,671341499155.0,1.37,2.34,23.82,24.8,2.25
399001.SZ,20250328,22430746622265.0,18927943281085.0,1305155526851.0,1144327367846.0,671182038749.0,1.18,2.02,23.66,24.87,2.27
399001.SZ,20250327,22556521599290.0,19020875336252.0,1305151346518.0,1144181239609.0,671058673786.0,1.24,2.12,23.9,25.05,2.29
399001.SZ,20250326,22485648775355.0,18974753832395.0,1305133089599.0,1144139408955.0,670810079029.0,1.24,2.11,23.46,24.92,2.28
399001.SZ,20250325,22480723047993.0,18981545811964.0,1305096448780.0,1144090558474.0,670365030526.0,1.36,2.32,23.44,24.92,2.28
399001.SZ,20250324,22562166077752.0,19037517458359.0,1305092086337.0,1144084829180.0,669490278569.0,1.58,2.71,23.7,25.15,2.29
399001.SZ,20250321,22549049645839.0,19023143732581.0,1305141471149.0,1143994026364.0,669298133758.0,1.62,2.77,23.54,25.28,2.29
399001.SZ,20250320,22957323669194.0,19336937102819.0,1305141471149.0,1143993946956.0,667940422341.0,1.38,2.36,23.98,25.73,2.33
399001.SZ,20250319,23150333620579.0,19509623942323.0,1305078045206.0,1143952371972.0,667897096074.0,1.51,2.58,24.7,26.22,2.35
399001.SZ,20250318,23195715083591.0,19563523894319.0,1305078044154.0,1143952379895.0,667678574178.0,1.6,2.73,24.75,26.28,2.36
399001.SZ,20250317,23089731023530.0,19478090939000.0,1305081488155.0,1143951702613.0,667487525711.0,1.7,2.91,24.59,26.16,2.35
399001.SZ,20250314,23121624520322.0,19514373098470.0,1304404649698.0,1143277435939.0,666367462932.0,2.08,3.57,24.81,26.25,2.36
399001.SZ,20250313,22599176545754.0,19091766028157.0,1304400646379.0,1143267822609.0,666215662926.0,1.79,3.07,24.24,25.65,2.3
399001.SZ,20250312,22793013250843.0,19262416272185.0,1304402036725.0,1143267176815.0,664993470218.0,1.96,3.37,24.47,25.87,2.32
399001.SZ,20250311,22790376442257.0,19287080155109.0,1304272236725.0,1143090656960.0,664801330653.0,1.82,3.14,24.46,25.91,2.33
399001.SZ,20250310,22713459904496.0,19224262523905.0,1304272236725.0,1143084510515.0,664310138317.0,1.83,3.15,24.39,25.83,2.32
399001.SZ,20250307,22762967085357.0,19257550156315.0,1304274723125.0,1143087021215.0,664097748481.0,2.22,3.81,24.45,25.88,2.32
399001.SZ,20250306,22872153351082.0,19342566851274.0,1304290862660.0,1143103622905.0,663720968034.0,2.16,3.72,24.56,26.01,2.33
399001.SZ,20250305,22496404593570.0,19023402175761.0,1304289531460.0,1143102154555.0,663613926604.0,1.62,2.79,24.16,25.58,2.3
399001.SZ,20250304,22434990440169.0,18974489643412.0,1304287809525.0,1142883473544.0,662933445806.0,1.58,2.73,24.1,25.51,2.29
399001.SZ,20250303,22401190561959.0,18924863858799.0,1304312198901.0,1142356264894.0,662441943101.0,1.9,3.28,24.06,25.47,2.29
399001.SZ,20250228,22331928865007.0,18861854551831.0,1304316077650.0,1142322017606.0,660715813864.0,2.12,3.66,23.96,25.36,2.28
399001.SZ,20250227,22959394454168.0,19378431995144.0,1304321757019.0,1142327930995.0,659229785603.0,2.32,4.02,24.58,26.03,2.34
399001.SZ,20250226,22996707812304.0,19408869743094.0,1304338438672.0,1142344568679.0,659131107378.0,2.2,3.81,24.62,26.07,2.35
399001.SZ,20250225,22785686902095.0,19229028501361.0,1304338701058.0,1142304497363.0,658057405440.0,2.14,3.72,24.39,25.86,2.33
399001.SZ,20250224,23059918475509.0,19457722876972.0,1304338772605.0,1142304497363.0,657493300226.0,2.5,4.35,24.7,26.19,2.35
399001.SZ,20250221,23063138071702.0,19458353848518.0,1304338227442.0,1142300037396.0,657538978395.0,2.64,4.59,24.7,26.14,2.36
399001.SZ,20250220,22658299277593.0,19157148931629.0,1304354301834.0,1142237261379.0,657554998939.0,2.05,3.56,24.27,25.83,2.32
399001.SZ,20250219,22616303780240.0,19121973892154.0,1304354301834.0,1142233259329.0,657550997114.0,2.07,3.6,24.22,25.79,2.31
399001.SZ,20250218,22310552360911.0,18866276646094.0,1304345719021.0,1142219839638.0,657070175286.0,2.27,3.95,23.9,25.44,2.28
399001.SZ,20250217,22648860127077.0,19150579508727.0,1304345762921.0,1142101527847.0,657069734836.0,2.39,4.16,24.26,25.82,2.31
399001.SZ,20250214,22591203462066.0,19088561443964.0,1304348196812.0,1141883836255.0,656787613326.0,2.16,3.75,24.2,25.76,2.31
399001.SZ,20250213,22332469651327.0,18880393827822.0,1304366014724.0,1141907986520.0,656690574159.0,2.29,3.98,23.92,25.47,2.28
399001.SZ,20250212,22473933829867.0,18994762445415.0,1304366014724.0,1141907986520.0,656715072659.0,2.1,3.65,24.07,25.64,2.3
399001.SZ,20250211,22163572091342.0,18744719360478.0,1304365857076.0,1141911190333.0,656652192201.0,2.05,3.56,23.74,25.28,2.26
399001.SZ,20250210,22303301174564.0,18856888110714.0,1304367115768.0,1141911900775.0,656749592798.0,2.24,3.9,23.89,25.45,2.28
399001.SZ,20250207,22184216330460.0,18761817996169.0,1304367115768.0,1141895962115.0,656715319045.0,2.56,4.45,23.76,25.31,2.27
399001.SZ,20250206,21807431841797.0,18450988322913.0,1304366574316.0,1141894411163.0,656709164621.0,2.03,3.52,23.36,24.88,2.23
399001.SZ,20250205,21320325179443.0,18073119748700.0,1304366574316.0,1141894378151.0,656706713487.0,1.71,2.97,22.84,24.33,2.18
399001.SZ,20250127,21313329681511.0,18078386665155.0,1304365453050.0,1141678595915.0,656346139593.0,1.41,2.45,22.83,24.33,2.18
399001.SZ,20250124,21553745287553.0,18270038485551.0,1304362393874.0,1140568444108.0,656453883400.0,1.59,2.77,23.09,24.63,2.21
399001.SZ,20250123,21334244317231.0,18014765890744.0,1304368020474.0,1135874771542.0,651450267055.0,1.77,3.09,22.85,24.37,2.18
399001.SZ,20250122,21419919604367.0,18076982150646.0,1304373382108.0,1135875153461.0,651444303905.0,1.41,2.45,22.94,24.47,2.19
399001.SZ,20250121,21446208380735.0,18222824254269.0,1302140885621.0,1135516403641.0,651063231253.0,1.57,2.73,22.97,24.51,2.19
399001.SZ,20250120,21375625000076.0,18164836758050.0,1302141064295.0,1135516305755.0,651055426679.0,1.5,2.61,22.9,24.43,2.19
399001.SZ,20250117,21183559110383.0,18004340396951.0,1301972796311.0,1135118072213.0,651055426679.0,1.39,2.42,22.69,24.21,2.17
399001.SZ,20250116,21049057901122.0,17893147997825.0,1301977596256.0,1133629479117.0,649990920870.0,1.68,2.94,22.55,24.07,2.15
399001.SZ,20250115,20987433300176.0,17836783804188.0,1301976434658.0,1133627533554.0,650038620562.0,1.45,2.52,22.48,24.0,2.15
399001.SZ,20250114,21194450177684.0,18011512482425.0,1302044024760.0,1133692131693.0,650017360993.0,1.83,3.19,22.7,24.24,2.17
399001.SZ,20250113,20453548117268.0,17388597774162.0,1302094982236.0,1133717180187.0,650034408387.0,1.29,2.25,21.91,23.38,2.09
399001.SZ,20250110,20444871432649.0,17389146350281.0,1302023992278.0,1133730708559.0,650043412175.0,1.52,2.66,21.9,23.38,2.09
399001.SZ,20250109,20808597935628.0,17692024263031.0,1302023711727.0,1133728911208.0,650049223424.0,1.46,2.55,22.29,23.8,2.13
399001.SZ,20250108,20770216780421.0,17654307884489.0,1302024005527.0,1133728944958.0,650131639045.0,1.74,3.03,22.25,23.75,2.13
399001.SZ,20250107,20871333571690.0,17741247964031.0,1302024005527.0,1133728944958.0,650368979891.0,1.51,2.64,22.36,23.87,2.14
399001.SZ,20250106,20671654635309.0,17570286334378.0,1302164716399.0,1133854912925.0,650357200739.0,1.41,2.46,22.14,23.64,2.12
399001.SZ,20250103,20704054486372.0,17595053733182.0,1302172889520.0,1133795432739.0,650060144705.0,1.71,2.98,22.18,23.68,2.12
399001.SZ,20250102,21070078346353.0,17906049546333.0,1301964093371.0,1133606260545.0,650052429175.0,1.88,3.27,22.57,24.1,2.16
399001.SZ,20241231,21748504532317.0,18474521878363.0,1301937198171.0,1133606877801.0,650031918199.0,1.77,3.09,23.3,24.87,2.23
399001.SZ,20241230,22250329439057.0,18900365377908.0,1301937198042.0,1133593830560.0,650020312835.0,1.54,2.68,23.83,25.44,2.28
399001.SZ,20241227,22241014266739.0,18882937583414.0,1301933270024.0,1133410163344.0,649826120417.0,1.75,3.06,23.82,25.43,2.28
399001.SZ,20241226,22256817350037.0,18891443813241.0,1301982996129.0,1133434875924.0,649814244575.0,1.49,2.6,23.84,25.45,2.28
